rating,acidity_structure,aftertaste,aroma,body,flavor,agtron,coffee_origin,est_price,roast_level,roaster,roaster_location
95,9.0,9.0,9.0,9.0,9.0,63/85,"Guji Zone, Oromia Region, southern Ethiopia",NT $325/8 ounces,Light,Kakalove Cafe,"Chia-Yi, Taiwan"
95,9.0,9.0,9.0,9.0,9.0,60/78,"Alishan, Chia-Yi, Taiwan",NT $600/50 grams,Medium-Light,Kakalove Cafe,"Chia-Yi, Taiwan"
96,9.0,9.0,9.0,9.0,10.0,61/81,"La Libertad, Huehuetenango Department, Guatemala",NT $1200/4 ounces,Light,Kakalove Cafe,"Chia-Yi, Taiwan"
94,9.0,8.0,9.0,9.0,9.0,59/78,"Tarrazú, Costa Rica",$30.00/12 ounces,Medium-Light,RamsHead Coffee Roasters,"Bozeman, Montana"
93,,8.0,9.0,8.0,9.0,50/64,"Costa Rica, El Salvador",$17.50/12 ounces,Medium,RamsHead Coffee Roasters,"Bozeman, Montana"
93,8.0,8.0,9.0,9.0,9.0,55/73,"El Salvador, Guatemala",$18.00/12 ounces,Medium-Light,RamsHead Coffee Roasters,"Bozeman, Montana"
94,9.0,8.0,9.0,9.0,9.0,64/82,Ethiopia; Colombia,NT$399/8 ounces,Light,Bargain Cafe,"Taitung, Taiwan"
92,8.0,8.0,8.0,9.0,9.0,58/77,"Tarrazu growing region, Costa Rica",NT$650/230g,Medium-Light,Balmy Day Coffee Office,"Taoyuan, Taiwan"
95,9.0,9.0,9.0,9.0,9.0,60/78,"Cauca Department, Colombia",$NT$520/200g,Medium-Light,JYL Cafe,"Changhua, Taiwan"
93,8.0,8.0,9.0,9.0,9.0,60/78,"Tarrazu growing region, Costa Rica",$NT$1000/200g,Medium-Light,Chiming Coffee,"Hsinchu, Taiwan"
90,8.0,8.0,8.0,8.0,8.0,58/76,"Tarrazu growing region, Costa Rica",NT$600/200g,Medium-Light,Chiming Coffee,"Hsinchu, Taiwan"
92,8.0,8.0,9.0,8.0,9.0,64/80,"Cauca Department, Colombia",NT$840/225g,Light,Rubasse Coffee Roaster,"New Taipei City, Taiwan"
92,9.0,7.0,9.0,8.0,9.0,63/87,"Guji Zone, Oromia Region, Southern Ethiopia",NT$275/8 ounces,Light,Bargain Cafe,"Taitung, Taiwan"
90,8.0,8.0,8.0,8.0,8.0,59/77,Ethiopia,NT$587/8 ounces,Medium-Light,Bargain Cafe,"Taitung, Taiwan"
95,9.0,9.0,9.0,9.0,9.0,60/78,"Djimma growing region, Oromia State, Ethiopia",$22.00/12 ounces,Medium-Light,Magnolia Coffee,"Charlotte, North Carolina"
95,9.0,9.0,9.0,9.0,9.0,60/77,"Nyeri growing region, south-central Kenya",NT $500/227 grams,Medium-Light,Cozy House Coffee,"Taipei City, Taiwan"
94,9.0,8.0,9.0,9.0,9.0,57/77,"Western Highlands Province, Papua New Guinea",NT $550/227 grams,Medium-Light,Cozy House Coffee,"Taipei City, Taiwan"
94,,8.0,9.0,9.0,9.0,52/70,Kenya; Costa Rica; Ethiopia,NT $550/454 grams,Medium-Light,Cozy House Coffee,"Taipei City, Taiwan"
93,,8.0,8.0,9.0,9.0,52/70,Brazil; Costa Rica; Guatemala,NT $550/454 grams,Medium-Light,Cozy House Coffee,"Taipei City, Taiwan"
95,9.0,9.0,9.0,9.0,9.0,64/86,"Yirgacheffe growing region, southern Ethiopia",NT $460/8 ounces,Light,Fumi Coffee Company,"Hsinchu, Taiwan"
93,8.0,8.0,9.0,9.0,9.0,59/78,"Cajamarca, Peru",$30.00/ 12 ounces,Medium-Light,Amavida Coffee Roasters,"Santa Rosa Beach, Florida"
93,8.0,8.0,9.0,9.0,9.0,62/78,"Kayanza, Burundi",$23.00/12 ounces,Medium-Light,Amavida Coffee Roasters,"Santa Rosa Beach, Florida"
96,9.0,9.0,9.0,9.0,10.0,62/80,"Saraguro, Loja, Ecuador",NT $800/20 grams,Light,GK Coffee,"Yilan, Taiwan"
94,9.0,9.0,9.0,9.0,9.0,57/76,"Sabanilla de Alajuela growing region, Costa Rica",$18.95/12 ounces,Medium-Light,Durango Coffee Company,"Durango, Colorado"
95,9.0,9.0,9.0,9.0,9.0,58/74,"Kona growing region, “Big Island” of Hawai’i",$45.99/12 ounces,Medium-Light,San Francisco Bay Coffee Company,"Lincoln, California"
93,8.0,8.0,9.0,9.0,9.0,60/77,"Fraijanes Plateau, Guatemala",$10.00 / 8 ounces,Medium-Light,Euphora Coffee,"Taipei, Taiwan"
95,9.0,9.0,9.0,9.0,9.0,62/80,"Guji Zone, Oromia Region, southern Ethiopia",$10.00/4 ounces,Light,Euphora Coffee,"Taipei, Taiwan"
93,,8.0,8.0,9.0,9.0,58/78,Guatemala; Nicaragua; Ethiopia; Costa Rica; Indonesia; Brazil,$10.00/16 ounces,Medium-Light,Euphora,"Taipei, Taiwan"
95,,8.0,9.0,9.0,9.0,48/64,Ethiopia; Guatemala; El Salvador; Panama; Costa Rica,NT $550/200 grams,Medium,Kasasagi Coffee Roasters,"Taipei, Taiwan"
92,8.0,8.0,9.0,8.0,9.0,58/76,"Sierra Madre, Chiapas State, Mexico",$17.00/12 ounces,Medium-Light,JBC Coffee Roasters,"Madison, Wisconsin"
94,9.0,8.0,9.0,9.0,9.0,60/77,"Armenia, Quindio Department, Colombia",$25.00/8 ounces,Medium-Light,modcup coffee,"Jersey City, New Jersey"
93,8.0,8.0,9.0,9.0,9.0,64/86,"Armenia, Quindio Department, Colombia; Ethiopia",$25.00/8 ounces,Light,modcup coffee,"Jersey City, New Jersey"
94,8.0,9.0,9.0,9.0,9.0,61/78,"Armenia, Quindio Department, Colombia",$25.00/8 ounces,Medium-Light,modcup coffee,"Jersey City, New Jersey"
93,8.0,8.0,9.0,9.0,9.0,62/80,"Armenia, Quindio Department, Colombia",$25.00/8 ounces,Light,modcup coffee,"Jersey City, New Jersey"
95,9.0,9.0,9.0,9.0,9.0,58/78,"Armenia, Quindio Department, Colombia",$25.00/8 ounces,Medium-Light,modcup coffee,"Jersey City, New Jersey"
91,8.0,8.0,8.0,8.0,9.0,52/76,"Antigua growing region, Guatemala",$5/12 ounces,Medium-Light,El Gran Cafe,"Antigua, Guatemala"
91,8.0,7.0,9.0,9.0,8.0,50/66,"Antigua growing region, Guatemala",$5.00/12 ounces,Medium,El Gran Cafe,"Antigua, Guatemala"
92,8.0,8.0,9.0,8.0,9.0,58/78,"Antigua growing region, Guatemala",$16.50/12 ounces,Medium-Light,El Gran Cafe,"Antigua, Guatemala"
94,9.0,8.0,9.0,9.0,9.0,58/76,"Cobán growing region, Alta Verapaz Department, Guatemala",$13.00/12 ounces,Medium-Light,El Gran Cafe,"Antigua, Guatemala"
94,,8.0,9.0,9.0,9.0,54/78,"Antigua growing region, Guatemala",$20.00/12 ounces,Medium-Light,El Gran Cafe,"Antigua, Guatemala"
93,8.0,8.0,9.0,8.0,9.0,55/73,"Lake Atitlán growing region, Guatemala",$16.00/12 ounces,Medium-Light,El Gran Cafe,"Antigua, Guatemala"
93,9.0,8.0,9.0,8.0,9.0,60/76,"Antigua growing region, Guatemala",$10.00/12 ounces,Medium-Light,El Gran Cafe,"Antigua, Guatemala"
93,9.0,8.0,9.0,8.0,9.0,58/76,"Antigua growing region, Guatemala",$10.00/12 ounces,Medium-Light,El Gran Cafe,"Antigua, Guatemala"
92,8.0,8.0,8.0,9.0,9.0,56/74,"Lake Atitlán growing region, Guatemala",$16.00/12 ounces,Medium-Light,El Gran Cafe,"Antigua, Guatemala"
92,8.0,8.0,9.0,8.0,9.0,57/75,"Guji Zone, Oromia Region, Southern Ethiopia",NT $550/250 grams,Medium-Light,Samlin Coffee,"New Taipei City, Taiwan"
94,9.0,8.0,9.0,9.0,9.0,58/74,"Nyamasheke District, Lake Kivu, Rwanda",$26.00/12 ounces,Medium-Light,Magnolia Coffee,"Charlotte, North Carolina"
94,9.0,8.0,9.0,9.0,9.0,64/84,"Caicedonia, Valle de Cauca Department, Colombia",$23.00/10 ounces,Light,Bird Rock Coffee Roasters,"San Diego, California"
95,9.0,9.0,9.0,9.0,9.0,62/80,"Algeciras, Huila Department, Colombia",$45.00/12 ounces,Light,Magnolia Coffee,"Charlotte, North Carolina"
91,9.0,7.0,8.0,8.0,9.0,56/74,"Santa Maria de Dota, Tarrazu growing region, Costa Rica",$20.00/12 ounces,Medium-Light,Tico Coffee Roasters,"Campbell, California"
92,9.0,8.0,8.0,8.0,9.0,57/74,"Jinotega Department, Nicaragua",$16.00/150 grams,Medium-Light,Sucré Beans,"Taipai, Taiwan"
91,9.0,7.0,8.0,8.0,9.0,60/77,"Villa Canales, Guatemala Department, Guatemala",$20.00/12 ounces,Medium-Light,Speckled Ax,"Portland, Maine"
92,8.0,8.0,9.0,8.0,9.0,62/80,"Boquete growing region, Panama",NT $380/200 grams,Light,Small Eyes Cafe,"Yilan, Taiwan"
92,8.0,8.0,8.0,9.0,9.0,58/80,"Apaneca-Ilamatepec growing region, El Salvador",NT $550/200 grams,Medium-Light,GK Coffee,"Yilan, Taiwan"
92,8.0,8.0,9.0,8.0,9.0,62/78,"Apaneca-Ilamatepec growing region, El Salvador",$25.99/10 ounces,Medium-Light,Chromatic Coffee,"San Jose, California"
92,9.0,8.0,8.0,8.0,9.0,61/78,"La Libertad, Huehuetenango Department, Guatemala",$19.00/12 ounces,Medium-Light,Bird Rock Coffee Roasters,"San Diego, California"
93,9.0,8.0,8.0,9.0,9.0,60/77,"Tojquia, Huehuetenango Department, Guatemala",$21.00/12 ounces,Medium-Light,Wonderstate Coffee,"Viroqua, Wisconsin"
93,9.0,8.0,9.0,8.0,9.0,59/78,"Santa Barbara Department, Honduras",$25.00/250 grams,Medium-Light,Flower Child Coffee,"Oakland, California"
94,9.0,8.0,9.0,9.0,9.0,58/74,"La Libertad, Huehuetenango Department, Guatemala",$22.00/6 ounces,Medium-Light,Equator Coffees,"San Rafael, California"
91,8.0,7.0,8.0,9.0,9.0,58/74,"Alishan growing region, Taiwan","NT $1,500/250 grams",Medium-Light,Grass Coffee Roaster,"Yilan, Taiwan"
93,8.0,8.0,9.0,9.0,9.0,57/77,"Guji Zone, Oromia Region, southern Ethiopia",$21.00/12 ounces,Medium-Light,RamsHead Coffee Roasters,"Bozeman, Montana"
93,8.0,8.0,9.0,9.0,9.0,54/67,"Alishan growing region, Taiwan","NT $1,500/250 grams",Medium,Grass Coffee Roaster,"Yilan, Taiwan"
93,9.0,8.0,9.0,8.0,9.0,59/77,"El Bálsamo Quetzaltepec growing region, El Salvador",$21.60/12 ounces,Medium-Light,Drink Coffee Do Stuff,"Truckee, California"
94,9.0,8.0,9.0,9.0,9.0,59/78,"Guji Zone, Oromia Region, Ethiopia",$20.00/12 ounces,Medium-Light,RamsHead Coffee Roasters,"Bozeman, Montana"
92,8.0,9.0,9.0,9.0,8.0,58/74,"Tolima, Colombia",NT $429/8 ounces,Medium-Light,Buon Caffe,"Taipei, Taiwan"
93,8.0,8.0,9.0,9.0,9.0,60/74,"Las Flores, Marcala, La Paz, Honduras",NT $459/8 ounces,Medium-Light,Buon Caffe,"Taipei, Taiwan"
93,,8.0,9.0,8.0,9.0,54/72,Costa Rica; Honduras; Indonesia,NT $249/8 ounces,Medium-Light,Buon Caffe,"Taipei, Taiwan"
93,8.0,8.0,9.0,9.0,9.0,62/84,"Guji Zone, Oromia Region, southern Ethiopia",NT $399/8 ounces,Light,Buon Caffe,"Taipei, Taiwan"
93,9.0,8.0,9.0,8.0,9.0,58/78,"Huila Department, Colombia",$19.00/12 ounces,Medium-Light,Joe Bean Roasters,"Rochester, New York"
94,9.0,8.0,9.0,9.0,9.0,60/78,"Gedeo Zone, southern Ethiopia",NT $350/8 ounces,Medium-Light,Kakalove Cafe,"Chia-Yi, Taiwan"
94,9.0,8.0,9.0,9.0,9.0,62/80,"Yirgacheffe growing region, southern Ethiopia",NT $459/8 ounces,Light,Buon Caffe,"Taipei, Taiwan"
95,9.0,9.0,9.0,9.0,9.0,64/81,"Bench-Maji Zone, southern Ethiopia",NT $400/8 ounces,Light,Kakalove Cafe,"Chia-Yi, Taiwan"
95,9.0,9.0,9.0,9.0,9.0,58/77,"Manakhah, Sana'a, Yemen",NT $900/4 ounces,Medium-Light,Kakalove Cafe,"Chia-Yi, Taiwan"
93,8.0,8.0,9.0,9.0,9.0,62/80,"Naranjo, Alajuela Province, Costa Rica",$24.00/12 ounces,Light,Coffee By Design,"Portland, Maine"
95,9.0,9.0,9.0,9.0,9.0,62/80,"Embu County, Eastern Province, Kenya",NT $340/8 ounces,Light,Kakalove Cafe,"Chia-Yi, Taiwan"
94,9.0,8.0,9.0,9.0,9.0,60/77,"Jinotega Department, Nicaragua",$19.00/175 grams,Medium-Light,Joe Bean Roasters,"Rochester, New York"
96,9.0,9.0,9.0,9.0,10.0,58/78,"Guji Zone, Oromia Region, southern Ethiopia",NT $375/8 ounces,Medium-Light,Kakalove Cafe,"Chia-Yi, Taiwan"
93,8.0,8.0,9.0,9.0,9.0,62/80,"Jinotega Department, Nicaragua",$19.25/12 ounces,Light,Roadmap CoffeeWorks,"Lexington, Virginia"
93,9.0,8.0,9.0,8.0,9.0,58/74,"Yirgacheffe growing region, southern Ethiopia",$17.95/12 ounces,Medium-Light,Index Coffee Roasters,"Fairfax, Virginia"
96,9.0,9.0,9.0,9.0,10.0,63/81,"Bench-Maji Zone, southern Ethiopia",$35.00/200 grams,Light,Corvus Coffee,"Denver, Colorado"
93,,8.0,8.0,9.0,9.0,52/70,Colombia; Guatemala; Mexico,$16.95/12 ounces,Medium-Light,Roadmap CoffeeWorks,"Lexington, Virginia"
96,9.0,9.0,9.0,9.0,10.0,60/77,"Yirgacheffe growing region, southern Ethiopia",$20.95/12 ounces,Medium-Light,Roadmap CoffeeWorks,"Lexington, Virginia"
92,8.0,8.0,8.0,9.0,9.0,58/74,Guatemala; Ethiopia; Colombia,$22.50/12 ounces,Medium-Light,Temple Coffee,"Sacramento, California"
93,8.0,8.0,9.0,9.0,9.0,59/77,"Gedeb District, Gedeo Zone, southern Ethiopia",$23.00/12 ounces,Medium-Light,Jaunt Coffee Roasters,"San Diego, California"
93,,8.0,8.0,9.0,9.0,56/74,"Chimaltenango, Guatemala",$24.50/12 ounces,Medium-Light,Temple Coffee,"Sacramento, California"
93,9.0,8.0,9.0,8.0,9.0,65/81,"Kiambu growing region, south-central Kenya",$24.00/12 ounces,Light,Jaunt Coffee Roasters,"San Diego, California"
93,9.0,8.0,9.0,8.0,9.0,65/81,"Tolima, Colombia",$24.00/8 ounces,Light,Jaunt Coffee Roasters,"San Diego, California"
94,9.0,8.0,9.0,9.0,9.0,64/83,"Sidamo growing region, south-central Ethiopia",$35.00/10 ounces,Light,Genesis Coffee Lab,"Big Lake, Alaska"
94,9.0,8.0,9.0,9.0,9.0,60/77,"Chelchele, Gedeb District, Gedeo Zone, Ethiopia",$24.00/12 ounces,Medium-Light,Jaunt Coffee Roasters,"San Diego, California"
94,9.0,8.0,9.0,9.0,9.0,62/80,"Sidamo growing region, south-central Ethiopia",$40.00/10 ounces,Light,Genesis Coffee Lab,"Big Lake, Alaska"
94,9.0,8.0,9.0,9.0,9.0,60/76,"Yirgacheffe growing region, southern Ethiopia",$23.50/12 ounces,Medium-Light,Temple Coffee,"Sacramento, California"
91,8.0,7.0,9.0,8.0,9.0,58/76,"Siltepec, Chiapas State, Mexico",$22.00/12 ounces,Medium-Light,SkyTop Coffee,"Manlius, New York"
93,9.0,8.0,9.0,8.0,9.0,61/77,"Santander Department, Colombia",$20.00/12 ounces,Medium-Light,SkyTop Coffee,"Manlius, New York"
93,9.0,8.0,9.0,8.0,9.0,59/79,"Quindio Department, Colombia",$28.00/12 ounces,Medium-Light,Giv Coffee,"Canton, Connecticut"
93,8.0,8.0,9.0,9.0,9.0,58/74,"Sabanilla de Alajuela, Alajuela Province, Costa Rica",$17.95/12 ounces,Medium-Light,Durango Coffee Company,"Durango, Colorado"
94,9.0,8.0,9.0,9.0,9.0,62/80,"Coatepec, Veracruz State, Mexico",$40.00/12 ounces,Light,SkyTop Coffee,"Manlius, New York"
95,9.0,9.0,9.0,9.0,9.0,61/80,"Yirgacheffe growing region, southern Ethiopia",$20.00/6 ounces,Medium-Light,Paradise Roasters,"Minneapolis, Minnesota"
95,9.0,9.0,9.0,9.0,9.0,62/81,"Bombe Mountains, Sidama Region, Ethiopia",$25.00/12 ounces,Light,Paradise Roasters,"Minnesota, Minnesota"
93,8.0,8.0,9.0,9.0,9.0,62/82,"Volcan growing region, western Panama",$43.00/200 grams,Light,Theory Coffee Roasters,"Redding, California"
94,9.0,8.0,9.0,9.0,9.0,64/80,"Volcan growing region, western Panama",$40.00/200 grams,Light,Theory Coffee Roasters,"Redding, California"
94,9.0,8.0,9.0,9.0,9.0,62/80,"Volcan growing region, western Panama",$45.00/4 ounces,Light,Theory Coffee Roasters,"Redding, California"
93,9.0,8.0,9.0,8.0,9.0,59/79,"Tolima, Colombia",$20.50/12 ounces,Medium-Light,Regent Coffee,"Glendale, California"
95,9.0,9.0,9.0,9.0,9.0,62/80,"Trujillo, Valle del Cauca Department, Colombia",$59.00/8 ounces,Light,Bird Rock Coffee Roasters,"San Diego, California"
95,9.0,9.0,9.0,9.0,9.0,59/81,"Piendamó, Cauca Department, Colombia",$25.00/8 ounces,Medium-Light,JBC Coffee Roasters,"Madison, Wisconsin"
93,9.0,8.0,9.0,8.0,9.0,58/76,"Huehuetenango, Guatemala",$19.00/12 ounces,Medium-Light,Oak & Bond Coffee Company,"Charlotte, North Carolina"
93,8.0,8.0,9.0,9.0,9.0,59/79,"Tarrazu growing region, Costa Rica",HKD $148/200 grams,Medium-Light,Angeles Roastery,"Hong Kong, China"
94,9.0,8.0,9.0,9.0,9.0,64/84,"La Concordia, Chiapas State, Mexico",HKD $498/100 grams,Light,Mute Roaster,"Macao, China"
93,8.0,8.0,9.0,9.0,9.0,55/74,"Tolima, Colombia",$19.95/12 ounces,Medium-Light,Oak & Bond Coffee Company,"Charlotte, North Carolina"
94,9.0,8.0,9.0,9.0,9.0,62/80,"San Jose, Caldas, Colombia",$32.95/12 ounces,Light,Roadmap CoffeeWorks,"Lexington, Virginia"
94,9.0,8.0,9.0,9.0,9.0,62/78,"Yirgacheffe growing region, southern Ethiopia",HKD $128/200 grams,Medium-Light,Angeles Roastery,"Hong Kong, China"
92,8.0,8.0,8.0,9.0,9.0,58/70,"Sul de Minas, Cerrado Mineiro, Mogiana, and Matas de Minas growing regions, Brazil",HKD $250/150 grams,Medium-Light,BEI Coffee Roasters,"Hong Kong, China"
93,8.0,8.0,9.0,9.0,9.0,58/76,"Sul de Minas, Cerrado Mineiro, Mogiana, and Matas de Minas growing regions, Brazil",HKD $350/150 grams,Medium-Light,BEI Coffee Roasters,"Hong Kong, China"
94,9.0,8.0,9.0,9.0,9.0,62/80,"Piedra Candela, Panama",HKD $530/150 grams,Light,BEI Coffee Roasters,"Hong Kong, China"
94,9.0,8.0,9.0,9.0,9.0,62/78,"Algeciras, Huila Department, Colombia",$30.00/12 ounces,Medium-Light,Red Rooster Coffee Roaster,"Floyd, Virginia"
95,9.0,9.0,9.0,9.0,9.0,64/83,"Sidamo growing region, south-central Ethiopia",HKD $650/150 grams,Light,BEI Coffee Roasters,"Hong Kong, China"
95,9.0,9.0,9.0,9.0,9.0,60/82,"Yirgacheffe growing region, southern Ethiopia",$27.00/12 ounces,Light,Red Rooster Coffee Roaster,"Floyd, Virginia"
93,9.0,8.0,9.0,8.0,9.0,64/82,"Sidamo growing region, south-central Ethiopia",NT $369/8 ounces,Light,Buon Caffe,"Taipei, Taiwan"
93,9.0,8.0,9.0,8.0,9.0,62/79,"Guji growing region, south-central Ethiopia",NT $329/8 ounces,Medium-Light,Buon Caffe,"Taipei, Taiwan"
94,9.0,8.0,9.0,9.0,9.0,59/77,"Nyeri growing region, south-central Kenya",$28.00/12 ounces,Medium-Light,Mostra Coffee,"San Diego, California"
94,9.0,8.0,9.0,9.0,9.0,60/78,"Chiriqui Province, far western Panama",NT $549/100 grams,Medium-Light,Buon Caffe,"Taipei, Taiwan"
94,9.0,9.0,9.0,8.0,9.0,59/77,"Nyeri growing region, south-central Kenya",$27.00/12 ounces,Medium-Light,Mostra Coffee,"San Diego, California"
94,9.0,9.0,9.0,8.0,9.0,64/84,"Bench-Maji Zone, Southern Ethiopia",NT $299/100 grams,Light,Buon Caffe,"Taipei, Taiwan"
94,9.0,8.0,9.0,9.0,9.0,60/78,"Ka'u growing region, Big Island of Hawai’i",$25.00/4 ounces,Medium-Light,Paradise Roasters,"Minneapolis, Minnesota"
91,,7.0,8.0,8.0,9.0,50/64,"Bukidnon, Mindanao, Philippines",$30.00/12 ounces,Medium,Paradise Roasters,"Minneapolis, Minnesota"
92,8.0,8.0,9.0,8.0,9.0,57/74,"Valle del Cauca Department, Colombia",£11.15/250 grams,Medium-Light,Small Batch Coffee,"Brighton, England"
93,8.0,8.0,9.0,9.0,9.0,62/78,"Valle del Cauca Department, Colombia",$30.00/12 ounces,Medium-Light,Paradise Roasters,"Minneapolis, Minnesota"
93,8.0,8.0,9.0,9.0,9.0,56/72,El Salvador,HKD $428/150 grams,Medium-Light,Cafe330,"Hong Kong, China"
93,,8.0,9.0,8.0,9.0,52/70,"Gedeb District, Gedeo Zone, southern Ethiopia",HKD $428/150 grams,Medium-Light,Cafe330,"Hong Kona, China"
93,,8.0,9.0,9.0,9.0,56/72,Brazil; Colombia,NT $280/200 grams,Medium-Light,Small Eyes Cafe,"Yilan, Taiwan"
93,9.0,8.0,9.0,8.0,9.0,60/77,"Nariño Department, southern Colombia",$24.00/12 ounces,Medium-Light,Coffee By Design,"Portland, Maine"
93,8.0,8.0,9.0,9.0,9.0,58/77,"Yautepec, Miahuatlán, Oaxaca State, Mexico",$20.00/12 ounces,Medium-Light,JBC Coffee Roasters,"Madison, Wisconsin"
94,9.0,8.0,9.0,9.0,9.0,60/78,"Yirgacheffe growing region, southern Ethiopia",$20.00/12 ounces,Medium-Light,JBC Coffee Roasters,"Madison, Wisconsin"
95,9.0,9.0,9.0,9.0,9.0,63/82,"Sidamo growing region, southern Ethiopia",NT $1700/200 grams,Light,Small Eyes Cafe,"Yilan, Taiwan"
94,9.0,8.0,9.0,9.0,9.0,58/80,"Nyeri growing region, south-central Kenya",$22.00/12 ounces,Medium-Light,JBC Coffee Roasters,"Madison, Wisconsin"
92,8.0,7.0,9.0,9.0,9.0,58/74,"Aceh Province, Sumatra, Indonesia",$23.00/10 ounces,Medium-Light,PERC Coffee Roasters,"Savannah, Georgia"
93,9.0,8.0,9.0,8.0,9.0,60/78,"Kayanza, Burundi",$26.00/10 ounces,Medium-Light,PERC Coffee Roasters,"Savannah, Georgia"
93,8.0,8.0,9.0,9.0,9.0,56/74,Burundi,$15.95/12 ounces,Medium-Light,Mystic Monk Coffee,"Clark, Wyoming"
94,9.0,8.0,9.0,9.0,9.0,61/82,"Sidamo growing region, Ethiopia",$27.00/10 ounces,Light,PERC Coffee Roasters,"Savannah, Georgia"
90,7.0,7.0,8.0,9.0,9.0,54/70,Brazil; Guatemala; Colombia,NT $450/454 grams,Medium-Light,Honta Coffee,"Taoyuan, Taiwan"
92,8.0,8.0,9.0,8.0,9.0,58/75,Brazil; Guatemala; Tanzania; Ethiopia,NT $450/454 grams,Medium-Light,Honta Coffee,"Taoyuan, Taiwan"
94,9.0,8.0,9.0,9.0,9.0,62/78,"Apaneca-Ilamatepec growing region, El Salvador",$16.00/230 grams,Medium-Light,Interpretation Coffee,"Chia-Yi, Taiwan"
95,9.0,9.0,9.0,9.0,9.0,64/82,"Cauca Department, Colombia",$50.00/4 ounces,Light,Paradise Roasters,"Minneapolis, Minnesota"
92,8.0,8.0,9.0,8.0,9.0,67/80,Costa Rica; Colombia,NT $360/8 ounces,Light,Kafe Coffee Roastery,"Zhubei, Taiwan"
93,9.0,8.0,9.0,8.0,9.0,62/82,"Gedeb District, Gedeo Zone, southern Ethiopia",NT $360/8 ounces,Light,Kafe Coffee Roastery,"Zhubei, Taiwan"
93,9.0,8.0,9.0,8.0,9.0,59/75,"Guinope, Honduras",NT $380/200 grams,Medium-Light,Small Eyes Cafe,"Yilan, Taiwan"
93,9.0,8.0,9.0,8.0,9.0,60/74,"Chaguarpamba, Loja Province, Ecuador",NT $950/227 grams,Medium-Light,Cafe Red Bean Shop,"Taipei, Taiwan"
94,9.0,8.0,9.0,9.0,9.0,62/80,"Yirgacheffe growing region, southern Ethiopia",NT $500/227 grams,Light,Desolate Cafe,"Nantou, Taiwan"
92,8.0,8.0,8.0,9.0,9.0,57/74,Ethiopia; Peru; Colombia; Honduras,NT $250/227 grams,Medium-Light,Manchill Roasteria,"Nantou, Taiwan"
93,8.0,8.0,9.0,9.0,9.0,59/74,"Montecillos, Honduras",NT $250/227 grams,Medium-Light,Manchill Roasteria,"Nantou, Taiwan"
92,8.0,8.0,9.0,8.0,9.0,58/76,"Kirinyaga County, south-central Kenya",NT $300/227 grams,Medium-Light,Manchill Roasteria,"Nantou, Taiwan"
93,9.0,8.0,9.0,8.0,9.0,60/77,"Yirgacheffe growing region, southern Ethiopia",NT $300/227 grams,Medium-Light,Manchill Roasteria,"Nantou, Taiwan"
92,8.0,8.0,9.0,8.0,9.0,58/77,"Nakuru County, Kenya",$19.00/12 ounces,Medium-Light,RamsHead Coffee Roasters,"Bozeman, Montana"
90,8.0,8.0,8.0,8.0,8.0,62/78,"Matagalpa Department, Nicaragua",$28.00/6 ounces,Medium-Light,Reprise Coffee Roasters,"Lake Forest, Illinois"
93,9.0,8.0,9.0,8.0,9.0,56/70,"Sur de Huila, Huila Department, Colombia",$15.95/12 ounces,Medium-Light,Mystic Monk Coffee,"Clark, Wyoming"
94,9.0,8.0,9.0,9.0,9.0,58/78,"Odo Shakiso District, Guji Zone, southern Ethiopia",$18.00/12 ounces,Medium-Light,JBC Coffee Roasters,"Madison, Wisconsin"
96,9.0,8.0,9.0,10.0,10.0,60/82,"Piendamó, Cauca Department, Colombia",$19.00/8 ounces,Light,JBC Coffee Roasters,"Madison, Wisconsin"
92,8.0,8.0,9.0,8.0,9.0,59/75,"Antigua, Guatemala",$22.00/12 ounces,Medium-Light,Temple Coffee,"Sacramento, California"
92,8.0,8.0,8.0,9.0,9.0,57/73,"Corquin, Honduras",$22.00/12 ounces,Medium-Light,Temple Coffee,"Sacramento, California"
93,9.0,8.0,9.0,8.0,9.0,61/76,"Nariño Department, southern Colombia",$45.00/12 ounces,Medium-Light,RamsHead Coffee Roasters,"Bozeman, Montana"
94,9.0,8.0,9.0,9.0,9.0,62/84,"Valle de Cauca Department, Colombia",$65.00/8 ounces,Light,Nostalgia Coffee Roasters,"San Diego, California"
92,8.0,8.0,9.0,8.0,9.0,64/80,"Kiambu growing region, south-central Kenya",NT $500/225 grams,Light,Caféine Coffee,"Taipei, Taiwan"
95,9.0,9.0,9.0,9.0,9.0,60/76,"Kiambu growing region, south-central Kenya",NT $650/225 grams,Medium-Light,JH Roaster,"Taipei, Taiwan"
95,9.0,9.0,9.0,9.0,9.0,59/77,"Sidamo growing region, south-central Ethiopia",NT $550/225 grams,Medium-Light,Green Stone Coffee,"Taipei, Taiwan"
92,8.0,8.0,9.0,8.0,9.0,65/81,"Shakiso District, Guji Zone, Oromia Region, southern Ethiopia",$22.00/285 grams,Light,Avatar Coffee Roasters,"Montclair, California"
92,8.0,8.0,8.0,9.0,9.0,62/80,"Ciudad Bolivar, Antioquia, Colombia",$21.00/225 grams,Light,Avatar Coffee Roasters,"Montclair, California"
93,,8.0,8.0,9.0,9.0,60/77,Guatemala; Honduras; Colombia,NT $225/8 ounces,Medium-Light,Kakalove Cafe,"Chia-Yi, Taiwan"
